id,text,label,category
303,Medya bunu saklıyor ama gerçek şu: yeni yasalar tamamen bir yalandan ibaret!,1,Manipulative
304,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
305,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
306,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
307,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
308,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
309,Medya bunu saklıyor ama gerçek şu: aşılar tamamen bir yalandan ibaret!,1,Manipulative
310,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
311,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
312,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
313,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
314,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
315,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
316,Uyanın! Malum kişiler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
317,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
318,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
319,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
320,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
321,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
322,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
323,Medya bunu saklıyor ama gerçek şu: iklim değişikliği tamamen bir yalandan ibaret!,1,Manipulative
324,Yeni çıkan React Native güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
325,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
326,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
327,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
328,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
329,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
330,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
331,Eğer Sistem güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
332,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
333,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
334,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
335,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
336,Medya bunu saklıyor ama gerçek şu: seçimler tamamen bir yalandan ibaret!,1,Manipulative
337,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
338,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
339,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
340,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
341,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
342,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
343,Medya bunu saklıyor ama gerçek şu: aşılar tamamen bir yalandan ibaret!,1,Manipulative
344,Medya bunu saklıyor ama gerçek şu: iklim değişikliği tamamen bir yalandan ibaret!,1,Manipulative
345,Medya bunu saklıyor ama gerçek şu: iklim değişikliği tamamen bir yalandan ibaret!,1,Manipulative
346,Uyanın! Sistem bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
347,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
348,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
349,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
350,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
351,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
352,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
353,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
354,Eğer Malum kişiler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
355,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
356,Eğer Şirketler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
357,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
358,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
359,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
360,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
361,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
362,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
363,Uyanın! Malum kişiler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
364,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
365,Uyanın! Dış güçler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
366,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
367,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
368,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
369,Yeni çıkan Unity 6 güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
370,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
371,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
372,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
373,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
374,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
375,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
376,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
377,Uyanın! Sistem bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
378,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
379,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
380,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
381,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
382,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
383,Uyanın! Dış güçler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
384,Yeni çıkan Docker güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
385,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
386,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
387,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
388,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
389,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
390,Uyanın! Malum kişiler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
391,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
392,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
393,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
394,Medya bunu saklıyor ama gerçek şu: seçimler tamamen bir yalandan ibaret!,1,Manipulative
395,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
396,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
397,Uyanın! Dış güçler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
398,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
399,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
400,Eğer Şirketler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
401,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
402,Medya bunu saklıyor ama gerçek şu: iklim değişikliği tamamen bir yalandan ibaret!,1,Manipulative
403,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
404,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
405,Uyanın! Dış güçler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
406,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
407,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
408,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
409,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
410,Medya bunu saklıyor ama gerçek şu: yeni yasalar tamamen bir yalandan ibaret!,1,Manipulative
411,Uyanın! Sistem bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
412,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
413,Uyanın! Malum kişiler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
414,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
415,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
416,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
417,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
418,Uyanın! Malum kişiler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
419,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
420,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
421,Yeni çıkan Python güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
422,Eğer Sistem güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
423,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
424,Medya bunu saklıyor ama gerçek şu: seçimler tamamen bir yalandan ibaret!,1,Manipulative
425,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
426,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
427,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
428,Medya bunu saklıyor ama gerçek şu: yeni yasalar tamamen bir yalandan ibaret!,1,Manipulative
429,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
430,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
431,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
432,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
433,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
434,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
435,Yeni çıkan Python güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
436,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
437,Uyanın! Sistem bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
438,Yeni çıkan Python güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
439,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
440,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
441,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
442,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
443,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
444,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
445,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
446,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
447,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
448,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
449,Bu bir ölüm kalım savaşı. Ya bizimlesiniz ya da onlarla!,1,Manipulative
450,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
451,Medya bunu saklıyor ama gerçek şu: yeni yasalar tamamen bir yalandan ibaret!,1,Manipulative
452,Şehrin yeni kütüphanesi mimari açıdan çok şık olmuş.,0,Neutral
453,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
454,Medya bunu saklıyor ama gerçek şu: aşılar tamamen bir yalandan ibaret!,1,Manipulative
455,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
456,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
457,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
458,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
459,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
460,Uyanın! Şirketler bizi yok etmek için gizli planlar yapıyor. Paylaşın herkes görsün!,1,Manipulative
461,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
462,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
463,Eğer Şirketler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
464,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
465,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
466,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
467,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
468,Yeni çıkan React Native güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
469,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
470,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
471,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
472,Yeni çıkan Unity 6 güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
473,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
474,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
475,Yazılım öğrenmek isteyenler için harika bir kaynak buldum.,0,Neutral
476,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
477,Yeni çıkan React Native güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
478,Eğer Dış güçler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
479,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
480,Eğer Malum kişiler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
481,Eğer Malum kişiler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
482,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
483,Yeni çıkan React Native güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
484,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
485,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
486,Hafta sonu için kitap önerisi olan var mı?,0,Neutral
487,Eğer Malum kişiler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
488,Onlar kapalı kapılar ardında geleceğimizi satarken siz hala uyuyor musunuz?,1,Manipulative
489,Eğer Şirketler güç kazanırsa neler yapacaklarını hayal edin. Her şeyimizi kaybedeceğiz.,1,Manipulative
490,Yeni çıkan React Native güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
491,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
492,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
493,Sabah kahvesi olmadan güne başlayamayanlar burada mı?,0,Neutral
494,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
495,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
496,Sadece vatanını sevmeyenler bu yeni yasaya olayına karşı çıkar. Safını seç!,1,Manipulative
497,Ekonominin bu halde olmasının tek suçlusu yabancılar. Onları temizlemeden huzur yok.,1,Manipulative
498,Yeni çıkan Unity 6 güncellemesini denediniz mi? Performans artışı harika.,0,Neutral
499,"Bugün hava gerçekten çok güzel, tam yürüyüş yapmalık.",0,Neutral
500,Bugünkü maçın sonucu merakla bekleniyor. Favorim belli.,0,Neutral
